dteday,hr,season,atemp,cnt,workingday,holiday,weathersit,casual,registered,temp,hum,windspeed,season_name,time_period
2011-08-22,18,3,32.574999999999996,609,1,0,1,72,537,0.72,0.28,0.2985,Summer,Evening rush (16:00-19:00)
2011-08-22,19,3,31.819999999999997,416,1,0,1,66,350,0.7,0.3,0.2836,Summer,Evening rush (16:00-19:00)
2011-08-22,20,3,31.06,268,1,0,1,21,247,0.66,0.34,0.194,Summer,Evening (20:00-23:00)
2011-08-22,21,3,31.06,208,1,0,1,28,180,0.64,0.38,0.194,Summer,Evening (20:00-23:00)
2011-08-22,22,3,31.06,153,1,0,1,32,121,0.64,0.38,0.2985,Summer,Evening (20:00-23:00)
2011-08-22,23,3,31.06,64,1,0,1,19,45,0.62,0.41,0.2537,Summer,Evening (20:00-23:00)
2011-08-23,0,3,31.06,35,1,0,1,13,22,0.6,0.43,0.194,Summer,Late night (00:00-05:00)
2011-08-23,1,3,27.275,19,1,0,1,6,13,0.58,0.49,0.194,Summer,Late night (00:00-05:00)
2011-08-23,2,3,26.515,6,1,0,1,2,4,0.56,0.52,0.194,Summer,Late night (00:00-05:00)
2011-08-23,3,3,26.515,6,1,0,1,2,4,0.56,0.52,0.2836,Summer,Late night (00:00-05:00)
2011-08-23,4,3,25.759999999999998,5,1,0,1,0,5,0.54,0.56,0.1642,Summer,Late night (00:00-05:00)
2011-08-23,5,3,25.759999999999998,36,1,0,1,1,35,0.54,0.56,0.194,Summer,Late night (00:00-05:00)
2011-08-23,6,3,25.759999999999998,114,1,0,1,3,111,0.54,0.6,0.194,Summer,Morning rush (06:00-09:00)
2011-08-23,7,3,31.06,344,1,0,1,11,333,0.6,0.49,0.194,Summer,Morning rush (06:00-09:00)
2011-08-23,8,3,31.06,504,1,0,2,43,461,0.62,0.5,0.0,Summer,Morning rush (06:00-09:00)
2011-08-23,9,3,31.06,225,1,0,2,34,191,0.66,0.44,0.0,Summer,Morning rush (06:00-09:00)
2011-08-23,10,3,31.819999999999997,148,1,0,1,56,92,0.7,0.37,0.0,Summer,Midday (10:00-15:00)
2011-08-23,11,3,31.819999999999997,186,1,0,1,62,124,0.7,0.34,0.1045,Summer,Midday (10:00-15:00)
2011-08-23,12,3,31.819999999999997,237,1,0,1,60,177,0.7,0.39,0.0896,Summer,Midday (10:00-15:00)
2011-08-23,13,3,32.574999999999996,234,1,0,1,70,164,0.72,0.3,0.1045,Summer,Midday (10:00-15:00)
2011-08-23,14,3,32.574999999999996,651,1,0,1,149,502,0.72,0.3,0.0896,Summer,Midday (10:00-15:00)
2011-08-23,15,3,32.574999999999996,601,1,0,1,178,423,0.72,0.34,0.2239,Summer,Midday (10:00-15:00)
2011-08-23,16,3,32.574999999999996,444,1,0,1,133,311,0.72,0.32,0.1343,Summer,Evening rush (16:00-19:00)
2011-08-23,17,3,32.574999999999996,472,1,0,1,133,339,0.72,0.34,0.2239,Summer,Evening rush (16:00-19:00)
2011-08-23,18,3,32.574999999999996,519,1,0,1,98,421,0.72,0.34,0.194,Summer,Evening rush (16:00-19:00)
2011-08-23,19,3,31.06,367,1,0,1,70,297,0.66,0.5,0.2239,Summer,Evening rush (16:00-19:00)
2011-08-23,20,3,31.06,260,1,0,1,54,206,0.64,0.53,0.2537,Summer,Evening (20:00-23:00)
2011-08-23,21,3,31.06,211,1,0,1,38,173,0.62,0.57,0.0,Summer,Evening (20:00-23:00)
2011-08-23,22,3,31.06,191,1,0,1,46,145,0.62,0.57,0.1343,Summer,Evening (20:00-23:00)
2011-08-23,23,3,30.305,80,1,0,1,19,61,0.62,0.61,0.1343,Summer,Evening (20:00-23:00)
2011-08-24,0,3,31.06,38,1,0,1,9,29,0.62,0.57,0.1343,Summer,Late night (00:00-05:00)
2011-08-24,1,3,30.305,24,1,0,1,7,17,0.6,0.6,0.1045,Summer,Late night (00:00-05:00)
2011-08-24,2,3,27.275,6,1,0,1,2,4,0.58,0.68,0.1343,Summer,Late night (00:00-05:00)
2011-08-24,3,3,27.275,1,1,0,1,0,1,0.58,0.68,0.1343,Summer,Late night (00:00-05:00)
2011-08-24,4,3,26.515,7,1,0,1,0,7,0.56,0.73,0.1045,Summer,Late night (00:00-05:00)
2011-08-24,5,3,26.515,27,1,0,1,1,26,0.56,0.73,0.1045,Summer,Late night (00:00-05:00)
2011-08-24,6,3,26.515,108,1,0,1,3,105,0.56,0.73,0.0,Summer,Morning rush (06:00-09:00)
2011-08-24,7,3,30.305,308,1,0,1,11,297,0.6,0.64,0.0896,Summer,Morning rush (06:00-09:00)
2011-08-24,8,3,30.305,468,1,0,1,32,436,0.62,0.69,0.1343,Summer,Morning rush (06:00-09:00)
2011-08-24,9,3,30.305,213,1,0,1,44,169,0.64,0.69,0.2537,Summer,Morning rush (06:00-09:00)
2011-08-24,10,3,32.574999999999996,146,1,0,1,51,95,0.7,0.58,0.2836,Summer,Midday (10:00-15:00)
2011-08-24,11,3,33.335,185,1,0,1,57,128,0.72,0.54,0.2985,Summer,Midday (10:00-15:00)
2011-08-24,12,3,34.089999999999996,235,1,0,1,60,175,0.74,0.55,0.3284,Summer,Midday (10:00-15:00)
2011-08-24,13,3,34.089999999999996,236,1,0,1,56,180,0.76,0.48,0.4179,Summer,Midday (10:00-15:00)
2011-08-24,14,3,34.089999999999996,204,1,0,1,77,127,0.76,0.48,0.4179,Summer,Midday (10:00-15:00)
2011-08-24,15,3,34.089999999999996,204,1,0,1,63,141,0.76,0.48,0.4478,Summer,Midday (10:00-15:00)
2011-08-24,16,3,34.849999999999994,271,1,0,1,49,222,0.76,0.52,0.4179,Summer,Evening rush (16:00-19:00)
2011-08-24,17,3,34.849999999999994,567,1,0,1,83,484,0.76,0.52,0.3582,Summer,Evening rush (16:00-19:00)
2011-08-24,18,3,34.089999999999996,621,1,0,1,102,519,0.74,0.55,0.2985,Summer,Evening rush (16:00-19:00)
2011-08-24,19,3,34.089999999999996,440,1,0,1,93,347,0.74,0.55,0.2985,Summer,Evening rush (16:00-19:00)
2011-08-24,20,3,33.335,334,1,0,1,45,289,0.72,0.58,0.2985,Summer,Evening (20:00-23:00)
2011-08-24,21,3,32.574999999999996,236,1,0,1,47,189,0.7,0.61,0.3582,Summer,Evening (20:00-23:00)
2011-08-24,22,3,32.574999999999996,181,1,0,1,41,140,0.7,0.65,0.3582,Summer,Evening (20:00-23:00)
2011-08-24,23,3,31.819999999999997,70,1,0,1,16,54,0.68,0.69,0.2985,Summer,Evening (20:00-23:00)
2011-08-25,0,3,31.819999999999997,52,1,0,1,11,41,0.68,0.74,0.2985,Summer,Late night (00:00-05:00)
2011-08-25,1,3,31.819999999999997,15,1,0,1,4,11,0.68,0.69,0.3881,Summer,Late night (00:00-05:00)
2011-08-25,2,3,31.819999999999997,5,1,0,1,3,2,0.68,0.69,0.3881,Summer,Late night (00:00-05:00)
2011-08-25,3,3,31.06,4,1,0,1,2,2,0.66,0.74,0.3284,Summer,Late night (00:00-05:00)
2011-08-25,4,3,30.305,7,1,0,1,1,6,0.66,0.78,0.3881,Summer,Late night (00:00-05:00)
2011-08-25,5,3,30.305,26,1,0,1,1,25,0.66,0.83,0.4179,Summer,Late night (00:00-05:00)
2011-08-25,6,3,30.305,102,1,0,1,1,101,0.66,0.83,0.3284,Summer,Morning rush (06:00-09:00)
2011-08-25,7,3,31.819999999999997,313,1,0,2,17,296,0.68,0.79,0.3284,Summer,Morning rush (06:00-09:00)
2011-08-25,8,3,33.335,484,1,0,2,23,461,0.7,0.74,0.2985,Summer,Morning rush (06:00-09:00)
2011-08-25,9,3,34.089999999999996,162,1,0,2,21,141,0.72,0.7,0.2985,Summer,Morning rush (06:00-09:00)
2011-08-25,10,3,34.849999999999994,142,1,0,2,37,105,0.74,0.66,0.2985,Summer,Midday (10:00-15:00)
2011-08-25,11,3,33.335,151,1,0,3,39,112,0.7,0.79,0.0,Summer,Midday (10:00-15:00)
2011-08-25,12,3,33.335,41,1,0,3,9,32,0.7,0.79,0.0,Summer,Midday (10:00-15:00)
2011-08-25,13,3,33.335,37,1,0,1,7,30,0.7,0.79,0.1045,Summer,Midday (10:00-15:00)
2011-08-25,14,3,34.849999999999994,113,1,0,2,27,86,0.72,0.74,0.0,Summer,Midday (10:00-15:00)
2011-08-25,15,3,34.849999999999994,132,1,0,2,28,104,0.74,0.7,0.0,Summer,Midday (10:00-15:00)
2011-08-25,16,3,35.605,121,1,0,1,16,105,0.72,0.84,0.0,Summer,Evening rush (16:00-19:00)
2011-08-25,17,3,35.605,312,1,0,1,28,284,0.72,0.84,0.0,Summer,Evening rush (16:00-19:00)
2011-08-25,18,3,35.605,408,1,0,2,31,377,0.72,0.84,0.1343,Summer,Evening rush (16:00-19:00)
2011-08-25,19,3,30.305,272,1,0,2,31,241,0.66,0.78,0.3284,Summer,Evening rush (16:00-19:00)
2011-08-25,20,3,29.544999999999998,225,1,0,1,33,192,0.64,0.78,0.3582,Summer,Evening (20:00-23:00)
2011-08-25,21,3,29.544999999999998,187,1,0,1,29,158,0.64,0.78,0.2836,Summer,Evening (20:00-23:00)
2011-08-25,22,3,28.79,147,1,0,1,21,126,0.62,0.83,0.0,Summer,Evening (20:00-23:00)
2011-08-25,23,3,28.79,84,1,0,1,15,69,0.62,0.83,0.0896,Summer,Evening (20:00-23:00)
2011-08-26,0,3,28.79,51,1,0,1,9,42,0.62,0.83,0.1343,Summer,Late night (00:00-05:00)
2011-08-26,1,3,28.79,23,1,0,1,10,13,0.62,0.83,0.0,Summer,Late night (00:00-05:00)
2011-08-26,2,3,28.03,20,1,0,1,4,16,0.62,0.88,0.1343,Summer,Late night (00:00-05:00)
2011-08-26,3,3,27.275,11,1,0,1,3,8,0.6,0.88,0.1045,Summer,Late night (00:00-05:00)
2011-08-26,4,3,28.03,8,1,0,1,2,6,0.62,0.88,0.0,Summer,Late night (00:00-05:00)
2011-08-26,5,3,28.03,26,1,0,2,3,23,0.62,0.88,0.0,Summer,Late night (00:00-05:00)
2011-08-26,6,3,28.03,105,1,0,1,5,100,0.62,0.88,0.0,Summer,Morning rush (06:00-09:00)
2011-08-26,7,3,28.79,266,1,0,1,3,263,0.64,0.83,0.0,Summer,Morning rush (06:00-09:00)
2011-08-26,8,3,30.305,404,1,0,1,17,387,0.66,0.83,0.1045,Summer,Morning rush (06:00-09:00)
2011-08-26,9,3,33.335,230,1,0,1,39,191,0.7,0.74,0.0,Summer,Morning rush (06:00-09:00)
2011-08-26,10,3,34.849999999999994,123,1,0,1,34,89,0.74,0.66,0.0896,Summer,Midday (10:00-15:00)
2011-08-26,11,3,35.605,214,1,0,2,63,151,0.76,0.62,0.0,Summer,Midday (10:00-15:00)
2011-08-26,12,3,36.364999999999995,243,1,0,2,70,173,0.76,0.66,0.1045,Summer,Midday (10:00-15:00)
2011-08-26,13,3,37.12,237,1,0,2,72,165,0.78,0.59,0.1045,Summer,Midday (10:00-15:00)
2011-08-26,14,3,38.635000000000005,219,1,0,1,55,164,0.8,0.59,0.0,Summer,Midday (10:00-15:00)
2011-08-26,15,3,38.635000000000005,249,1,0,2,53,196,0.8,0.59,0.194,Summer,Midday (10:00-15:00)
2011-08-26,16,3,37.12,343,1,0,1,50,293,0.78,0.62,0.1045,Summer,Evening rush (16:00-19:00)
2011-08-26,17,3,35.605,489,1,0,1,56,433,0.74,0.74,0.2537,Summer,Evening rush (16:00-19:00)
2011-08-26,18,3,35.605,410,1,0,2,40,370,0.74,0.74,0.1343,Summer,Evening rush (16:00-19:00)
2011-08-26,19,3,34.849999999999994,290,1,0,1,55,235,0.72,0.79,0.1045,Summer,Evening rush (16:00-19:00)
2011-08-26,20,3,34.849999999999994,222,1,0,1,39,183,0.72,0.79,0.0896,Summer,Evening (20:00-23:00)
2011-08-26,21,3,34.849999999999994,190,1,0,1,38,152,0.72,0.79,0.1642,Summer,Evening (20:00-23:00)
2011-08-26,22,3,34.849999999999994,152,1,0,1,26,126,0.72,0.79,0.1045,Summer,Evening (20:00-23:00)
2011-08-26,23,3,33.335,136,1,0,1,22,114,0.7,0.84,0.0896,Summer,Evening (20:00-23:00)
2011-08-27,0,3,33.335,145,0,0,1,33,112,0.7,0.84,0.1045,Summer,Late night (00:00-05:00)
2011-08-27,1,3,33.335,64,0,0,1,13,51,0.7,0.84,0.1642,Summer,Late night (00:00-05:00)
2011-08-27,2,3,33.335,77,0,0,1,18,59,0.7,0.84,0.194,Summer,Late night (00:00-05:00)
2011-08-27,3,3,33.335,30,0,0,2,8,22,0.7,0.84,0.2239,Summer,Late night (00:00-05:00)
2011-08-27,4,3,33.335,4,0,0,2,1,3,0.7,0.84,0.2239,Summer,Late night (00:00-05:00)
2011-08-27,5,3,33.335,12,0,0,2,1,11,0.7,0.84,0.2985,Summer,Late night (00:00-05:00)
2011-08-27,6,3,33.335,18,0,0,2,3,15,0.7,0.84,0.2985,Summer,Morning rush (06:00-09:00)
2011-08-27,7,3,33.335,28,0,0,2,2,26,0.7,0.84,0.3582,Summer,Morning rush (06:00-09:00)
2011-08-27,8,3,33.335,76,0,0,2,14,62,0.7,0.84,0.2537,Summer,Morning rush (06:00-09:00)
2011-08-27,9,3,33.335,156,0,0,2,28,128,0.7,0.84,0.4179,Summer,Morning rush (06:00-09:00)
2011-08-27,10,3,33.335,205,0,0,2,51,154,0.7,0.79,0.4627,Summer,Midday (10:00-15:00)
2011-08-27,11,3,29.544999999999998,88,0,0,3,15,73,0.66,0.89,0.4179,Summer,Midday (10:00-15:00)
2011-08-27,12,3,30.305,76,0,0,3,11,65,0.66,0.83,0.4925,Summer,Midday (10:00-15:00)
2011-08-27,13,3,30.305,43,0,0,3,10,33,0.66,0.83,0.3881,Summer,Midday (10:00-15:00)
2011-08-27,14,3,28.79,23,0,0,3,4,19,0.64,0.89,0.5522,Summer,Midday (10:00-15:00)
2011-08-27,15,3,28.79,30,0,0,3,2,28,0.64,0.89,0.5522,Summer,Midday (10:00-15:00)
2011-08-27,16,3,28.79,24,0,0,3,10,14,0.64,0.89,0.5224,Summer,Evening rush (16:00-19:00)
2011-08-27,17,3,28.79,16,0,0,3,2,14,0.64,0.89,0.8358,Summer,Evening rush (16:00-19:00)
2011-08-28,7,3,28.79,1,0,0,3,0,1,0.62,0.83,0.3582,Summer,Morning rush (06:00-09:00)
2011-08-28,8,3,28.79,8,0,0,3,2,6,0.62,0.83,0.4179,Summer,Morning rush (06:00-09:00)
2011-08-28,9,3,31.06,53,0,0,1,7,46,0.66,0.74,0.4179,Summer,Morning rush (06:00-09:00)
2011-08-28,10,3,32.574999999999996,142,0,0,1,27,115,0.7,0.61,0.6119,Summer,Midday (10:00-15:00)
2011-08-28,11,3,32.574999999999996,237,0,0,1,59,178,0.7,0.58,0.3881,Summer,Midday (10:00-15:00)
2011-08-28,12,3,33.335,306,0,0,1,88,218,0.74,0.51,0.3881,Summer,Midday (10:00-15:00)
2011-08-28,13,3,34.089999999999996,431,0,0,1,129,302,0.76,0.45,0.3582,Summer,Midday (10:00-15:00)
2011-08-28,14,3,34.849999999999994,447,0,0,1,157,290,0.78,0.43,0.4179,Summer,Midday (10:00-15:00)
2011-08-28,15,3,34.849999999999994,469,0,0,1,155,314,0.78,0.43,0.3582,Summer,Midday (10:00-15:00)
2011-08-28,16,3,35.605,491,0,0,1,196,295,0.8,0.36,0.3881,Summer,Evening rush (16:00-19:00)
2011-08-28,17,3,34.089999999999996,398,0,0,1,145,253,0.76,0.4,0.2985,Summer,Evening rush (16:00-19:00)
2011-08-28,18,3,33.335,402,0,0,1,145,257,0.74,0.42,0.2239,Summer,Evening rush (16:00-19:00)
2011-08-28,19,3,33.335,387,0,0,1,140,247,0.72,0.48,0.1045,Summer,Evening rush (16:00-19:00)
2011-08-28,20,3,32.574999999999996,214,0,0,1,64,150,0.72,0.45,0.1045,Summer,Evening (20:00-23:00)
2011-08-28,21,3,31.06,186,0,0,1,60,126,0.66,0.61,0.1343,Summer,Evening (20:00-23:00)
2011-08-28,22,3,30.305,98,0,0,1,25,73,0.64,0.69,0.1045,Summer,Evening (20:00-23:00)
2011-08-28,23,3,29.544999999999998,64,0,0,1,16,48,0.62,0.73,0.1045,Summer,Evening (20:00-23:00)
2011-08-29,0,3,29.544999999999998,34,1,0,1,13,21,0.62,0.73,0.1045,Summer,Late night (00:00-05:00)
2011-08-29,1,3,29.544999999999998,20,1,0,1,5,15,0.6,0.69,0.1045,Summer,Late night (00:00-05:00)
2011-08-29,2,3,29.544999999999998,13,1,0,1,8,5,0.6,0.69,0.194,Summer,Late night (00:00-05:00)
2011-08-29,3,3,29.544999999999998,6,1,0,1,1,5,0.6,0.69,0.1045,Summer,Late night (00:00-05:00)
2011-08-29,4,3,26.515,3,1,0,1,0,3,0.56,0.68,0.1343,Summer,Late night (00:00-05:00)
2011-08-29,5,3,26.515,17,1,0,1,0,17,0.56,0.73,0.1343,Summer,Late night (00:00-05:00)
2011-08-29,6,3,26.515,102,1,0,1,3,99,0.56,0.73,0.1343,Summer,Morning rush (06:00-09:00)
2011-08-29,7,3,30.305,284,1,0,1,11,273,0.6,0.6,0.2239,Summer,Morning rush (06:00-09:00)
2011-08-29,8,3,31.06,404,1,0,1,20,384,0.62,0.57,0.2537,Summer,Morning rush (06:00-09:00)
2011-08-29,9,3,31.06,188,1,0,1,22,166,0.62,0.53,0.2537,Summer,Morning rush (06:00-09:00)
2011-08-29,10,3,31.06,115,1,0,1,42,73,0.66,0.47,0.2239,Summer,Midday (10:00-15:00)
2011-08-29,11,3,31.06,138,1,0,1,38,100,0.66,0.47,0.1642,Summer,Midday (10:00-15:00)
2011-08-29,12,3,31.819999999999997,207,1,0,2,48,159,0.68,0.44,0.1642,Summer,Midday (10:00-15:00)
2011-08-29,13,3,31.819999999999997,218,1,0,2,48,170,0.7,0.39,0.0,Summer,Midday (10:00-15:00)
2011-08-29,14,3,31.819999999999997,182,1,0,1,55,127,0.7,0.42,0.0,Summer,Midday (10:00-15:00)
2011-08-29,15,3,31.819999999999997,220,1,0,1,56,164,0.7,0.42,0.1642,Summer,Midday (10:00-15:00)
2011-08-29,16,3,32.574999999999996,282,1,0,1,56,226,0.72,0.42,0.1642,Summer,Evening rush (16:00-19:00)
2011-08-29,17,3,31.819999999999997,591,1,0,2,67,524,0.7,0.47,0.2239,Summer,Evening rush (16:00-19:00)
2011-08-29,18,3,31.06,547,1,0,1,60,487,0.66,0.47,0.2537,Summer,Evening rush (16:00-19:00)
2011-08-29,19,3,31.06,367,1,0,1,50,317,0.66,0.47,0.2537,Summer,Evening rush (16:00-19:00)
2011-08-29,20,3,31.06,277,1,0,1,50,227,0.64,0.53,0.1642,Summer,Evening (20:00-23:00)
2011-08-29,21,3,31.06,202,1,0,1,34,168,0.64,0.53,0.194,Summer,Evening (20:00-23:00)
2011-08-29,22,3,31.06,142,1,0,1,23,119,0.62,0.57,0.1343,Summer,Evening (20:00-23:00)
2011-08-29,23,3,30.305,75,1,0,1,19,56,0.6,0.6,0.0896,Summer,Evening (20:00-23:00)
2011-08-30,0,3,26.515,27,1,0,1,10,17,0.56,0.73,0.1343,Summer,Late night (00:00-05:00)
2011-08-30,1,3,26.515,13,1,0,1,6,7,0.56,0.68,0.1045,Summer,Late night (00:00-05:00)
2011-08-30,2,3,25.759999999999998,10,1,0,1,2,8,0.54,0.73,0.1045,Summer,Late night (00:00-05:00)
2011-08-30,3,3,25.759999999999998,4,1,0,1,2,2,0.54,0.73,0.194,Summer,Late night (00:00-05:00)
2011-08-30,4,3,25.0,6,1,0,1,0,6,0.52,0.77,0.1642,Summer,Late night (00:00-05:00)
2011-08-30,5,3,25.0,28,1,0,1,1,27,0.52,0.77,0.0896,Summer,Late night (00:00-05:00)
2011-08-30,6,3,25.759999999999998,119,1,0,1,4,115,0.54,0.73,0.1045,Summer,Morning rush (06:00-09:00)
2011-08-30,7,3,26.515,357,1,0,1,19,338,0.56,0.68,0.1343,Summer,Morning rush (06:00-09:00)
2011-08-30,8,3,31.06,493,1,0,1,34,459,0.62,0.57,0.1343,Summer,Morning rush (06:00-09:00)
2011-08-30,9,3,31.06,218,1,0,1,38,180,0.66,0.5,0.2239,Summer,Morning rush (06:00-09:00)
2011-08-30,10,3,31.819999999999997,137,1,0,1,28,109,0.7,0.39,0.2239,Summer,Midday (10:00-15:00)
2011-08-30,11,3,32.574999999999996,175,1,0,1,60,115,0.72,0.37,0.194,Summer,Midday (10:00-15:00)
2011-08-30,12,3,32.574999999999996,237,1,0,1,65,172,0.72,0.37,0.0,Summer,Midday (10:00-15:00)
2011-08-30,13,3,32.574999999999996,229,1,0,1,59,170,0.74,0.35,0.1045,Summer,Midday (10:00-15:00)
2011-08-30,14,3,32.574999999999996,209,1,0,1,58,151,0.74,0.33,0.1642,Summer,Midday (10:00-15:00)
2011-08-30,15,3,32.574999999999996,196,1,0,1,34,162,0.74,0.35,0.2239,Summer,Midday (10:00-15:00)
2011-08-30,16,3,32.574999999999996,337,1,0,1,42,295,0.74,0.37,0.1642,Summer,Evening rush (16:00-19:00)
2011-08-30,17,3,32.574999999999996,611,1,0,1,62,549,0.72,0.42,0.194,Summer,Evening rush (16:00-19:00)
2011-08-30,18,3,31.819999999999997,576,1,0,1,60,516,0.7,0.45,0.1642,Summer,Evening rush (16:00-19:00)
2011-08-30,19,3,31.06,465,1,0,1,68,397,0.66,0.5,0.0896,Summer,Evening rush (16:00-19:00)
2011-08-30,20,3,31.06,298,1,0,1,39,259,0.66,0.5,0.0,Summer,Evening (20:00-23:00)
2011-08-30,21,3,30.305,223,1,0,1,43,180,0.64,0.65,0.0896,Summer,Evening (20:00-23:00)
2011-08-30,22,3,30.305,143,1,0,1,22,121,0.62,0.61,0.0,Summer,Evening (20:00-23:00)
2011-08-30,23,3,30.305,93,1,0,1,19,74,0.62,0.61,0.0,Summer,Evening (20:00-23:00)
2011-08-31,0,3,29.544999999999998,32,1,0,1,8,24,0.6,0.69,0.0,Summer,Late night (00:00-05:00)
2011-08-31,1,3,29.544999999999998,15,1,0,1,2,13,0.6,0.69,0.0,Summer,Late night (00:00-05:00)
2011-08-31,2,3,26.515,6,1,0,1,1,5,0.56,0.73,0.0,Summer,Late night (00:00-05:00)
2011-08-31,3,3,26.515,6,1,0,1,2,4,0.56,0.78,0.0,Summer,Late night (00:00-05:00)
2011-08-31,4,3,26.515,5,1,0,1,0,5,0.56,0.73,0.0,Summer,Late night (00:00-05:00)
2011-08-31,5,3,25.759999999999998,27,1,0,1,2,25,0.54,0.83,0.0896,Summer,Late night (00:00-05:00)
2011-08-31,6,3,25.759999999999998,111,1,0,1,4,107,0.54,0.77,0.0,Summer,Morning rush (06:00-09:00)
2011-08-31,7,3,28.79,328,1,0,1,12,316,0.6,0.78,0.0,Summer,Morning rush (06:00-09:00)
2011-08-31,8,3,30.305,467,1,0,1,27,440,0.62,0.69,0.0,Summer,Morning rush (06:00-09:00)
2011-08-31,9,3,30.305,244,1,0,1,27,217,0.64,0.69,0.0896,Summer,Morning rush (06:00-09:00)
2011-08-31,10,3,31.819999999999997,138,1,0,1,33,105,0.7,0.45,0.1045,Summer,Midday (10:00-15:00)
2011-08-31,11,3,32.574999999999996,171,1,0,1,28,143,0.72,0.42,0.1343,Summer,Midday (10:00-15:00)
2011-08-31,12,3,33.335,260,1,0,1,68,192,0.74,0.43,0.1343,Summer,Midday (10:00-15:00)
2011-08-31,13,3,32.574999999999996,221,1,0,1,39,182,0.74,0.37,0.1045,Summer,Midday (10:00-15:00)
2011-08-31,14,3,32.574999999999996,196,1,0,1,48,148,0.74,0.4,0.1343,Summer,Midday (10:00-15:00)
2011-08-31,15,3,32.574999999999996,172,1,0,1,34,138,0.74,0.4,0.1343,Summer,Midday (10:00-15:00)
2011-08-31,16,3,33.335,309,1,0,1,46,263,0.74,0.42,0.1343,Summer,Evening rush (16:00-19:00)
2011-08-31,17,3,32.574999999999996,608,1,0,1,83,525,0.72,0.45,0.1343,Summer,Evening rush (16:00-19:00)
2011-08-31,18,3,32.574999999999996,565,1,0,1,70,495,0.7,0.51,0.2239,Summer,Evening rush (16:00-19:00)
2011-08-31,19,3,38.635000000000005,446,1,0,1,53,393,0.84,0.47,0.2537,Summer,Evening rush (16:00-19:00)
2011-08-31,20,3,31.06,289,1,0,1,30,259,0.66,0.57,0.1343,Summer,Evening (20:00-23:00)
2011-08-31,21,3,31.06,201,1,0,1,27,174,0.66,0.61,0.0896,Summer,Evening (20:00-23:00)
2011-08-31,22,3,30.305,157,1,0,1,20,137,0.64,0.69,0.0,Summer,Evening (20:00-23:00)
2011-08-31,23,3,28.79,84,1,0,1,24,60,0.6,0.78,0.1045,Summer,Evening (20:00-23:00)
2011-09-01,0,3,28.79,51,1,0,1,18,33,0.6,0.78,0.1045,Summer,Late night (00:00-05:00)
2011-09-01,1,3,29.544999999999998,21,1,0,1,7,14,0.6,0.73,0.0896,Summer,Late night (00:00-05:00)
2011-09-01,2,3,27.275,25,1,0,1,14,11,0.58,0.78,0.0896,Summer,Late night (00:00-05:00)
2011-09-01,3,3,27.275,14,1,0,1,7,7,0.58,0.78,0.0896,Summer,Late night (00:00-05:00)
2011-09-01,4,3,26.515,7,1,0,1,0,7,0.56,0.83,0.0896,Summer,Late night (00:00-05:00)
2011-09-01,5,3,26.515,23,1,0,1,1,22,0.56,0.73,0.0896,Summer,Late night (00:00-05:00)
2011-09-01,6,3,28.79,105,1,0,1,2,103,0.6,0.78,0.0,Summer,Morning rush (06:00-09:00)
2011-09-01,7,3,28.79,342,1,0,1,7,335,0.6,0.78,0.0,Summer,Morning rush (06:00-09:00)
2011-09-01,8,3,29.544999999999998,498,1,0,1,31,467,0.62,0.73,0.1343,Summer,Morning rush (06:00-09:00)
2011-09-01,9,3,30.305,207,1,0,1,29,178,0.64,0.69,0.1045,Summer,Morning rush (06:00-09:00)
2011-09-01,10,3,31.819999999999997,138,1,0,1,46,92,0.68,0.61,0.1343,Summer,Midday (10:00-15:00)
2011-09-01,11,3,33.335,192,1,0,1,51,141,0.72,0.51,0.1343,Summer,Midday (10:00-15:00)
2011-09-01,12,3,33.335,229,1,0,2,64,165,0.72,0.51,0.1343,Summer,Midday (10:00-15:00)
2011-09-01,13,3,33.335,219,1,0,2,50,169,0.72,0.48,0.0896,Summer,Midday (10:00-15:00)
2011-09-01,14,3,33.335,198,1,0,3,54,144,0.72,0.54,0.2537,Summer,Midday (10:00-15:00)
2011-09-01,15,3,33.335,174,1,0,1,39,135,0.72,0.51,0.1343,Summer,Midday (10:00-15:00)
2011-09-01,16,3,33.335,308,1,0,1,55,253,0.74,0.51,0.194,Summer,Evening rush (16:00-19:00)
2011-09-01,17,3,33.335,628,1,0,1,61,567,0.72,0.54,0.2537,Summer,Evening rush (16:00-19:00)
2011-09-01,18,3,33.335,531,1,0,1,69,462,0.72,0.54,0.2239,Summer,Evening rush (16:00-19:00)
2011-09-01,19,3,32.574999999999996,443,1,0,1,79,364,0.7,0.58,0.1642,Summer,Evening rush (16:00-19:00)
2011-09-01,20,3,31.06,280,1,0,1,33,247,0.66,0.61,0.2239,Summer,Evening (20:00-23:00)
2011-09-01,21,3,31.06,177,1,0,2,17,160,0.66,0.57,0.194,Summer,Evening (20:00-23:00)
2011-09-01,22,3,31.06,179,1,0,2,34,145,0.66,0.57,0.2239,Summer,Evening (20:00-23:00)
2011-09-01,23,3,30.305,126,1,0,1,15,111,0.64,0.65,0.2537,Summer,Evening (20:00-23:00)
2011-09-02,0,3,30.305,64,1,0,1,6,58,0.64,0.65,0.194,Summer,Late night (00:00-05:00)
2011-09-02,1,3,29.544999999999998,32,1,0,3,4,28,0.62,0.73,0.1045,Summer,Late night (00:00-05:00)
2011-09-02,2,3,29.544999999999998,20,1,0,3,9,11,0.62,0.73,0.1045,Summer,Late night (00:00-05:00)
